,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1620,2005-08-04,Casa,Venta,Girona,286,1658800,2005-11-27 00:00:00,María
1621,2005-08-04,Industrial,Venta,Tarragona,233,1782683,2006-07-28 00:00:00,Pedro
1622,2005-08-04,Industrial,Alquiler,Barcelona,47,286747,2006-06-10 00:00:00,Joaquín
1624,2005-08-05,Oficina,Alquiler,Lleida,73,328646,2006-02-01 00:00:00,Carmen
1625,2005-08-05,Local,Venta,Barcelona,188,1209216,2006-03-14 00:00:00,María
1626,2005-08-06,Parking,Venta,Barcelona,245,1202705,2005-12-10 00:00:00,Jesús
1627,2005-08-06,Parking,Venta,Girona,297,2440449,2006-08-03 00:00:00,Carmen
1629,2005-08-06,Suelo,Alquiler,Tarragona,69,349623,2006-05-06 00:00:00,Joaquín
1630,2005-08-07,Local,Alquiler,Barcelona,300,1900200,2005-12-09 00:00:00,Pedro
1631,2005-08-07,Oficina,Alquiler,Tarragona,48,404352,2006-02-25 00:00:00,Joaquín
1632,2005-08-07,Suelo,Venta,Lleida,201,1522977,2005-11-24 00:00:00,Carmen
1634,2005-08-08,Piso,Alquiler,Barcelona,250,1669250,2006-01-04 00:00:00,María
1635,2005-08-08,Suelo,Venta,Girona,224,1448384,2005-12-20 00:00:00,Joaquín
1636,2005-08-08,Parking,Venta,Barcelona,112,829808,2006-03-29 00:00:00,Joaquín
1637,2005-08-08,Piso,Venta,Girona,184,1156808,2006-04-26 00:00:00,Carmen
1638,2005-08-09,Parking,Venta,Lleida,300,2155200,2006-08-05 00:00:00,Jesús
1639,2005-08-09,Parking,Alquiler,Tarragona,162,1297134,2006-02-14 00:00:00,María
1641,2005-08-10,Industrial,Venta,Lleida,276,2667816,2005-12-16 00:00:00,Joaquín
1642,2005-08-10,Piso,Alquiler,Tarragona,130,1246050,2005-11-27 00:00:00,Luisa
1643,2005-08-10,Local,Venta,Barcelona,269,2384954,2006-02-12 00:00:00,María
1645,2005-08-11,Parking,Venta,Girona,184,1147608,2006-06-29 00:00:00,Luisa
1646,2005-08-12,Local,Venta,Tarragona,297,2888325,2005-11-27 00:00:00,Pedro
1648,2005-08-14,Local,Venta,Barcelona,119,906780,2005-11-21 00:00:00,Carmen
1649,2005-08-14,Casa,Alquiler,Tarragona,57,293037,2005-11-27 00:00:00,Carmen
1651,2005-08-15,Casa,Alquiler,Girona,63,601398,2006-03-01 00:00:00,Carmen
1652,2005-08-15,Piso,Alquiler,Lleida,159,761928,2006-02-05 00:00:00,Carmen
1653,2005-08-15,Oficina,Alquiler,Lleida,137,804327,2005-12-17 00:00:00,Joaquín
1657,2005-08-16,Parking,Alquiler,Barcelona,232,1643256,2006-02-22 00:00:00,María
1658,2005-08-16,Suelo,Alquiler,Barcelona,221,1069640,2006-06-01 00:00:00,Joaquín
1659,2005-08-16,Suelo,Alquiler,Lleida,212,1926868,2005-11-24 00:00:00,Carmen
1661,2005-08-17,Piso,Venta,Lleida,167,1423007,2006-04-08 00:00:00,Carmen
1663,2005-08-19,Oficina,Venta,Girona,272,2233120,2005-12-13 00:00:00,Luisa
1664,2005-08-19,Industrial,Alquiler,Lleida,238,2275994,2006-06-15 00:00:00,Joaquín
1668,2005-08-23,Oficina,Alquiler,Girona,203,1933372,2006-01-31 00:00:00,Jesús
1669,2005-08-23,Local,Venta,Tarragona,263,1499889,2006-08-08 00:00:00,Pedro
1670,2005-08-24,Industrial,Venta,Tarragona,236,1707224,2006-02-05 00:00:00,Pedro
1671,2005-08-25,Oficina,Venta,Girona,227,1789214,2005-12-02 00:00:00,Joaquín
1672,2005-08-26,Industrial,Venta,Lleida,223,1509710,2006-01-11 00:00:00,Jesús
1673,2005-08-26,Casa,Venta,Girona,242,2290046,2006-01-24 00:00:00,María
1674,2005-08-26,Piso,Alquiler,Tarragona,216,2045304,2006-04-09 00:00:00,Jesús
1675,2005-08-27,Oficina,Venta,Tarragona,239,2181353,2006-06-15 00:00:00,María
1676,2005-08-27,Industrial,Venta,Lleida,300,2625600,2006-01-08 00:00:00,María
1680,2005-08-28,Casa,Venta,Girona,284,1459192,2006-07-02 00:00:00,María
1681,2005-08-28,Casa,Alquiler,Girona,265,1441070,2006-08-04 00:00:00,Jesús
1683,2005-08-28,Industrial,Alquiler,Girona,224,1932448,2006-02-03 00:00:00,Carmen
1684,2005-08-28,Piso,Alquiler,Barcelona,254,1191260,2006-07-27 00:00:00,Pedro
1687,2005-08-29,Piso,Alquiler,Lleida,252,1923516,2006-05-23 00:00:00,Pedro
1688,2005-08-29,Piso,Alquiler,Girona,108,581580,2006-08-04 00:00:00,Carmen
1689,2005-08-30,Parking,Venta,Girona,142,681884,2006-06-12 00:00:00,Carmen
1692,2005-08-30,Suelo,Venta,Lleida,233,2171327,2006-01-09 00:00:00,Jesús
1693,2005-08-31,Local,Venta,Girona,275,1826825,2006-05-14 00:00:00,Jesús
1694,2005-08-31,Casa,Alquiler,Girona,248,1234048,2006-02-28 00:00:00,Jesús
1695,2005-08-31,Industrial,Venta,Barcelona,158,1473982,2006-08-29 00:00:00,Carmen
1696,2005-09-01,Industrial,Venta,Girona,116,1143412,2006-07-03 00:00:00,María
1697,2005-09-02,Industrial,Alquiler,Barcelona,213,1333593,2006-04-06 00:00:00,Jesús
1698,2005-09-03,Industrial,Alquiler,Barcelona,202,1558430,2006-01-26 00:00:00,Jesús
1699,2005-09-03,Parking,Venta,Barcelona,163,1150128,2006-03-18 00:00:00,Joaquín
1700,2005-09-03,Piso,Venta,Barcelona,245,1517285,2006-05-07 00:00:00,Luisa
1702,2005-09-06,Industrial,Venta,Lleida,288,2171520,2006-08-28 00:00:00,Carmen
1704,2005-09-06,Local,Alquiler,Tarragona,170,1429020,2005-12-14 00:00:00,Pedro
1705,2005-09-06,Industrial,Alquiler,Tarragona,261,2026404,2006-02-05 00:00:00,Carmen
1707,2005-09-07,Casa,Alquiler,Tarragona,205,1762180,2006-05-14 00:00:00,Jesús
1708,2005-09-07,Parking,Alquiler,Barcelona,173,842683,2006-01-30 00:00:00,Joaquín
1709,2005-09-07,Local,Venta,Barcelona,272,2074000,2006-08-14 00:00:00,Joaquín
1710,2005-09-08,Local,Venta,Barcelona,299,1424436,2006-01-17 00:00:00,Carmen
1711,2005-09-08,Parking,Alquiler,Lleida,115,907580,2006-07-11 00:00:00,Carmen
1712,2005-09-09,Piso,Venta,Girona,201,1333434,2006-02-17 00:00:00,María
1713,2005-09-09,Suelo,Venta,Barcelona,129,617652,2006-09-03 00:00:00,Joaquín
1714,2005-09-09,Industrial,Alquiler,Tarragona,100,526800,2006-04-29 00:00:00,Joaquín
1715,2005-09-09,Oficina,Venta,Tarragona,187,1031305,2006-02-17 00:00:00,Joaquín
1717,2005-09-09,Local,Venta,Barcelona,218,1911424,2006-07-22 00:00:00,Carmen
1719,2005-09-10,Local,Venta,Barcelona,254,1668526,2005-12-29 00:00:00,Carmen
1720,2005-09-10,Oficina,Alquiler,Lleida,173,994750,2006-09-02 00:00:00,Joaquín
1721,2005-09-10,Piso,Alquiler,Tarragona,250,2478000,2006-04-27 00:00:00,Carmen
1722,2005-09-10,Oficina,Alquiler,Lleida,142,1201462,2006-08-06 00:00:00,Jesús
1723,2005-09-10,Parking,Venta,Tarragona,270,1798470,2006-03-02 00:00:00,Joaquín
1725,2005-09-11,Oficina,Alquiler,Lleida,194,1931658,2005-12-14 00:00:00,Jesús
1726,2005-09-11,Industrial,Venta,Tarragona,271,2028164,2006-01-07 00:00:00,María
1727,2005-09-11,Piso,Alquiler,Tarragona,240,1602720,2006-06-03 00:00:00,Joaquín
1728,2005-09-11,Suelo,Venta,Tarragona,185,1230990,2006-05-19 00:00:00,Jesús
1729,2005-09-12,Oficina,Venta,Tarragona,194,1490114,2005-12-18 00:00:00,Luisa
1730,2005-09-12,Parking,Venta,Tarragona,223,2143922,2006-04-20 00:00:00,Jesús
1732,2005-09-13,Industrial,Venta,Barcelona,140,864080,2006-02-08 00:00:00,Carmen
1734,2005-09-14,Parking,Alquiler,Girona,258,1430352,2006-01-14 00:00:00,María
1735,2005-09-14,Industrial,Alquiler,Tarragona,176,1043856,2006-05-25 00:00:00,Jesús
1740,2005-09-16,Oficina,Venta,Tarragona,79,441373,2006-02-02 00:00:00,Carmen
1742,2005-09-17,Casa,Venta,Girona,292,2630336,2006-01-08 00:00:00,Joaquín
1744,2005-09-17,Casa,Venta,Tarragona,132,641520,2006-04-04 00:00:00,Joaquín
1745,2005-09-19,Parking,Alquiler,Barcelona,193,1540140,2006-08-08 00:00:00,Jesús
1746,2005-09-20,Piso,Alquiler,Girona,240,2183760,2006-01-27 00:00:00,Jesús
1747,2005-09-21,Piso,Alquiler,Barcelona,111,656676,2006-02-05 00:00:00,Joaquín
1748,2005-09-21,Piso,Alquiler,Tarragona,123,873546,2006-02-02 00:00:00,Joaquín
1750,2005-09-21,Parking,Alquiler,Girona,258,1758786,2006-02-24 00:00:00,Jesús
1752,2005-09-21,Casa,Alquiler,Tarragona,185,1129980,2006-04-10 00:00:00,Pedro
1753,2005-09-21,Piso,Venta,Lleida,55,433235,2006-03-23 00:00:00,Carmen
1754,2005-09-22,Casa,Venta,Barcelona,182,1305304,2006-06-06 00:00:00,Luisa
1756,2005-09-24,Suelo,Alquiler,Tarragona,204,878424,2006-07-23 00:00:00,Carmen
1758,2005-09-25,Casa,Venta,Tarragona,232,2133472,2006-05-18 00:00:00,Carmen
1759,2005-09-25,Local,Alquiler,Barcelona,98,683844,2006-01-21 00:00:00,Joaquín
1760,2005-09-26,Piso,Venta,Lleida,214,1689316,2006-01-17 00:00:00,Carmen
1761,2005-09-26,Casa,Venta,Girona,191,1514057,2006-09-20 00:00:00,Luisa
1765,2005-09-29,Oficina,Venta,Barcelona,231,2299374,2006-05-15 00:00:00,Jesús
1770,2005-10-01,Local,Alquiler,Tarragona,285,1779825,2006-02-28 00:00:00,María
1773,2005-10-01,Casa,Venta,Lleida,193,1033515,2005-12-30 00:00:00,Pedro
1775,2005-10-01,Parking,Venta,Tarragona,229,2215117,2006-08-01 00:00:00,Jesús
1776,2005-10-02,Local,Venta,Girona,279,1512738,2006-07-08 00:00:00,Luisa
1777,2005-10-02,Local,Alquiler,Barcelona,204,1929228,2006-05-14 00:00:00,Pedro
1780,2005-10-02,Casa,Venta,Barcelona,55,264385,2006-07-27 00:00:00,Joaquín
1781,2005-10-02,Casa,Alquiler,Barcelona,258,1146552,2006-07-26 00:00:00,Luisa
1782,2005-10-03,Piso,Venta,Lleida,300,1506300,2006-04-24 00:00:00,Pedro
1786,2005-10-03,Parking,Venta,Tarragona,299,2669472,2006-06-10 00:00:00,Joaquín
1789,2005-10-04,Local,Venta,Girona,238,2184364,2006-08-11 00:00:00,Luisa
1790,2005-10-04,Oficina,Alquiler,Girona,228,1747392,2006-05-24 00:00:00,Carmen
1792,2005-10-05,Casa,Alquiler,Barcelona,274,1753052,2006-02-28 00:00:00,Joaquín
1794,2005-10-05,Oficina,Venta,Barcelona,224,1420160,2006-05-03 00:00:00,Jesús
1795,2005-10-06,Casa,Alquiler,Girona,208,1811680,2006-05-31 00:00:00,Jesús
1796,2005-10-06,Suelo,Alquiler,Lleida,132,882420,2006-10-06 00:00:00,Carmen
1797,2005-10-06,Local,Alquiler,Barcelona,211,1522998,2006-06-02 00:00:00,Luisa
1798,2005-10-06,Oficina,Alquiler,Lleida,289,2249576,2006-06-18 00:00:00,Carmen
1799,2005-10-06,Industrial,Venta,Lleida,160,1319520,2006-08-02 00:00:00,Jesús
1800,2005-10-06,Piso,Venta,Tarragona,127,1204722,2006-07-29 00:00:00,Joaquín
1801,2005-10-07,Oficina,Venta,Barcelona,158,909606,2006-06-19 00:00:00,Carmen
1802,2005-10-07,Casa,Venta,Lleida,253,2378453,2006-09-10 00:00:00,Luisa
1804,2005-10-07,Suelo,Venta,Barcelona,242,1963104,2006-07-19 00:00:00,Pedro
1805,2005-10-08,Industrial,Venta,Tarragona,264,1133352,2006-02-02 00:00:00,Pedro
1806,2005-10-09,Local,Alquiler,Girona,211,1244056,2006-09-01 00:00:00,María
1807,2005-10-09,Local,Venta,Lleida,129,735945,2006-06-08 00:00:00,Joaquín
1808,2005-10-11,Local,Alquiler,Girona,151,1382707,2006-05-07 00:00:00,María
1809,2005-10-11,Industrial,Venta,Barcelona,64,480384,2006-05-15 00:00:00,Carmen
1810,2005-10-12,Oficina,Venta,Lleida,215,1473180,2006-05-12 00:00:00,Pedro
1811,2005-10-12,Oficina,Venta,Barcelona,124,945624,2006-05-22 00:00:00,Joaquín
1812,2005-10-12,Local,Alquiler,Girona,246,2010312,2006-02-21 00:00:00,María
1815,2005-10-12,Industrial,Venta,Tarragona,120,1050000,2006-02-05 00:00:00,Pedro
1817,2005-10-13,Local,Venta,Lleida,255,2063460,2006-05-25 00:00:00,Luisa
1818,2005-10-13,Casa,Venta,Lleida,245,1605730,2006-06-20 00:00:00,Pedro
1820,2005-10-14,Casa,Alquiler,Girona,207,1556226,2006-06-21 00:00:00,Carmen
1822,2005-10-15,Parking,Alquiler,Barcelona,271,2334123,2006-08-02 00:00:00,Joaquín
1823,2005-10-15,Local,Alquiler,Lleida,257,2136184,2006-04-18 00:00:00,Jesús
1824,2005-10-15,Piso,Venta,Girona,262,2390750,2006-03-11 00:00:00,Pedro
1825,2005-10-16,Suelo,Venta,Barcelona,228,994536,2006-03-27 00:00:00,Joaquín
1826,2005-10-16,Oficina,Venta,Girona,145,1169860,2006-05-06 00:00:00,Joaquín
1827,2005-10-16,Local,Venta,Barcelona,214,1687604,2006-01-22 00:00:00,Luisa
1829,2005-10-17,Oficina,Venta,Lleida,202,1867692,2006-03-06 00:00:00,Jesús
1830,2005-10-17,Oficina,Venta,Tarragona,156,991224,2006-05-30 00:00:00,Carmen
1831,2005-10-18,Piso,Alquiler,Lleida,211,1284568,2006-08-26 00:00:00,Carmen
1833,2005-10-18,Casa,Alquiler,Girona,157,1182053,2006-04-09 00:00:00,Joaquín
1837,2005-10-20,Suelo,Alquiler,Tarragona,214,1642664,2006-08-29 00:00:00,Luisa
1838,2005-10-21,Casa,Alquiler,Girona,258,2475510,2006-06-28 00:00:00,Jesús
1839,2005-10-22,Suelo,Alquiler,Barcelona,276,1544496,2006-05-12 00:00:00,Carmen
1841,2005-10-22,Industrial,Venta,Lleida,254,2299208,2006-09-05 00:00:00,Pedro
1845,2005-10-26,Local,Alquiler,Lleida,205,1597360,2006-10-15 00:00:00,Carmen
1846,2005-10-27,Oficina,Alquiler,Tarragona,182,1499134,2006-09-07 00:00:00,Joaquín
1847,2005-10-27,Oficina,Venta,Girona,266,1327606,2006-05-02 00:00:00,María
1850,2005-10-28,Parking,Venta,Tarragona,162,957582,2006-03-24 00:00:00,Joaquín
1851,2005-10-28,Piso,Alquiler,Girona,164,1421060,2006-10-28 00:00:00,Luisa
1852,2005-10-28,Industrial,Alquiler,Barcelona,224,1422624,2006-03-12 00:00:00,Luisa
1853,2005-10-28,Suelo,Venta,Barcelona,249,1878954,2006-10-28 00:00:00,Luisa
1854,2005-10-29,Casa,Venta,Girona,160,1263040,2006-02-08 00:00:00,Jesús
1855,2005-10-29,Casa,Venta,Girona,284,2467960,2006-04-25 00:00:00,Pedro
1856,2005-10-30,Local,Venta,Lleida,254,2394204,2006-08-19 00:00:00,María
1858,2005-10-31,Casa,Alquiler,Girona,216,1883088,2006-10-18 00:00:00,Pedro
1859,2005-11-01,Oficina,Alquiler,Girona,213,2083779,2006-04-23 00:00:00,María
1860,2005-11-02,Suelo,Venta,Lleida,228,1944840,2006-10-10 00:00:00,María
1861,2005-11-02,Parking,Venta,Barcelona,249,2221329,2006-05-12 00:00:00,Pedro
1863,2005-11-02,Oficina,Alquiler,Girona,67,304113,2006-06-29 00:00:00,Joaquín
1868,2005-11-04,Piso,Venta,Girona,259,1074332,2006-02-09 00:00:00,Joaquín
1869,2005-11-04,Suelo,Venta,Girona,191,1895293,2006-07-21 00:00:00,María
1871,2005-11-05,Industrial,Alquiler,Girona,233,1644747,2006-05-05 00:00:00,Carmen
1872,2005-11-05,Parking,Alquiler,Tarragona,122,1162172,2006-02-26 00:00:00,Luisa
1873,2005-11-07,Piso,Venta,Lleida,128,706560,2006-04-16 00:00:00,Carmen
1874,2005-11-07,Oficina,Venta,Lleida,93,589155,2006-04-22 00:00:00,Carmen
1875,2005-11-08,Local,Alquiler,Lleida,191,1370998,2006-09-07 00:00:00,Joaquín
1876,2005-11-08,Oficina,Venta,Tarragona,171,1093887,2006-04-09 00:00:00,Pedro
1880,2005-11-09,Piso,Alquiler,Tarragona,157,1174203,2006-04-09 00:00:00,Pedro
1881,2005-11-09,Suelo,Alquiler,Lleida,186,1713990,2006-08-28 00:00:00,María
1882,2005-11-09,Parking,Alquiler,Girona,156,1508988,2006-09-18 00:00:00,Jesús
1883,2005-11-10,Local,Alquiler,Barcelona,246,2216214,2006-04-17 00:00:00,María
1884,2005-11-12,Suelo,Venta,Tarragona,225,1300500,2006-07-24 00:00:00,Carmen
1885,2005-11-12,Oficina,Alquiler,Girona,273,2333058,2006-03-05 00:00:00,Joaquín
1889,2005-11-13,Oficina,Venta,Tarragona,251,2070750,2006-09-03 00:00:00,Carmen
1891,2005-11-13,Industrial,Venta,Tarragona,154,1380764,2006-05-04 00:00:00,Carmen
1892,2005-11-13,Oficina,Alquiler,Barcelona,70,526680,2006-02-17 00:00:00,Joaquín
1894,2005-11-14,Suelo,Venta,Lleida,280,1720320,2006-04-05 00:00:00,María
1896,2005-11-15,Oficina,Alquiler,Barcelona,62,421290,2006-05-21 00:00:00,Joaquín
1897,2005-11-16,Suelo,Alquiler,Lleida,163,1179957,2006-06-06 00:00:00,María
1899,2005-11-16,Local,Venta,Tarragona,277,1116587,2006-10-01 00:00:00,Carmen
1900,2005-11-17,Piso,Alquiler,Tarragona,161,917378,2006-05-04 00:00:00,Carmen
1902,2005-11-19,Parking,Venta,Barcelona,145,1213505,2006-11-05 00:00:00,Pedro
1903,2005-11-19,Oficina,Venta,Tarragona,220,1601600,2006-05-05 00:00:00,Luisa
1904,2005-11-19,Local,Alquiler,Lleida,87,756900,2006-05-26 00:00:00,Carmen
1908,2005-11-21,Parking,Alquiler,Tarragona,119,508606,2006-08-17 00:00:00,Carmen
1909,2005-11-21,Suelo,Alquiler,Tarragona,185,1179190,2006-03-14 00:00:00,Luisa
1910,2005-11-21,Casa,Alquiler,Barcelona,113,1059827,2006-10-21 00:00:00,Joaquín
1912,2005-11-22,Industrial,Alquiler,Tarragona,287,1926344,2006-06-18 00:00:00,María
1913,2005-11-22,Local,Alquiler,Lleida,161,914641,2006-04-11 00:00:00,Joaquín
1914,2005-11-22,Industrial,Alquiler,Lleida,177,1736901,2006-10-24 00:00:00,María
1915,2005-11-22,Oficina,Venta,Lleida,263,2323868,2006-05-25 00:00:00,Pedro
1916,2005-11-23,Local,Venta,Tarragona,58,426010,2006-03-09 00:00:00,Joaquín
1917,2005-11-23,Parking,Venta,Girona,45,301815,2006-10-19 00:00:00,Joaquín
1918,2005-11-23,Oficina,Alquiler,Tarragona,44,363968,2006-09-02 00:00:00,Carmen
1919,2005-11-23,Suelo,Venta,Girona,243,2347137,2006-07-19 00:00:00,María
1921,2005-11-24,Casa,Venta,Tarragona,223,1360523,2006-03-02 00:00:00,Jesús
1922,2005-11-24,Suelo,Alquiler,Tarragona,287,1276289,2006-04-19 00:00:00,María
1923,2005-11-25,Parking,Alquiler,Tarragona,295,2613405,2006-11-23 00:00:00,Carmen
1924,2005-11-25,Industrial,Alquiler,Barcelona,276,1817736,2006-09-14 00:00:00,Joaquín
1925,2005-11-25,Suelo,Alquiler,Girona,103,557127,2006-05-08 00:00:00,Carmen
1927,2005-11-26,Piso,Alquiler,Tarragona,179,1674903,2006-04-30 00:00:00,Jesús
1929,2005-11-26,Industrial,Alquiler,Tarragona,276,1539252,2006-09-20 00:00:00,Pedro
1930,2005-11-27,Casa,Alquiler,Tarragona,288,1228320,2006-09-23 00:00:00,Jesús
1932,2005-11-27,Industrial,Alquiler,Barcelona,180,1688040,2006-07-07 00:00:00,Luisa
1933,2005-11-28,Industrial,Alquiler,Tarragona,105,1021230,2006-09-17 00:00:00,Carmen
1934,2005-11-28,Industrial,Alquiler,Tarragona,80,405280,2006-03-29 00:00:00,Carmen
1935,2005-11-28,Piso,Venta,Barcelona,249,1780350,2006-03-14 00:00:00,Luisa
1936,2005-11-28,Suelo,Venta,Girona,188,1265992,2006-10-21 00:00:00,Luisa
1937,2005-11-29,Local,Venta,Tarragona,154,783860,2006-05-10 00:00:00,Carmen
1938,2005-11-29,Industrial,Alquiler,Girona,137,693631,2006-07-21 00:00:00,Carmen
1940,2005-11-30,Casa,Venta,Lleida,172,1701080,2006-10-06 00:00:00,María
1942,2005-12-01,Oficina,Venta,Lleida,289,1406563,2006-08-10 00:00:00,Jesús
1943,2005-12-01,Local,Alquiler,Girona,210,1527120,2006-06-17 00:00:00,Jesús
1944,2005-12-03,Local,Venta,Lleida,264,1545720,2006-06-09 00:00:00,Luisa
1945,2005-12-03,Piso,Alquiler,Barcelona,264,2147112,2006-05-10 00:00:00,Joaquín
1946,2005-12-03,Piso,Alquiler,Lleida,176,1189936,2006-08-12 00:00:00,Carmen
1947,2005-12-04,Casa,Alquiler,Barcelona,176,1685904,2006-07-29 00:00:00,Pedro
1951,2005-12-06,Casa,Alquiler,Lleida,162,1341684,2006-11-09 00:00:00,María
1952,2005-12-06,Parking,Alquiler,Girona,250,2103000,2006-09-13 00:00:00,Jesús
1953,2005-12-06,Industrial,Venta,Lleida,264,1346136,2006-10-25 00:00:00,Joaquín
1955,2005-12-07,Industrial,Venta,Girona,202,1028382,2006-05-07 00:00:00,Pedro
1956,2005-12-08,Oficina,Alquiler,Barcelona,293,2868470,2006-03-18 00:00:00,Luisa
1957,2005-12-09,Parking,Alquiler,Lleida,296,1536832,2006-08-22 00:00:00,Joaquín
1958,2005-12-09,Casa,Venta,Tarragona,203,1002211,2006-10-04 00:00:00,María
1959,2005-12-09,Industrial,Venta,Tarragona,287,2446962,2006-11-10 00:00:00,María
1961,2005-12-11,Suelo,Venta,Barcelona,238,2203166,2006-05-01 00:00:00,Carmen
1962,2005-12-12,Oficina,Alquiler,Tarragona,117,536679,2006-07-19 00:00:00,Joaquín
1966,2005-12-14,Casa,Venta,Lleida,216,2046384,2006-07-03 00:00:00,Pedro
1967,2005-12-15,Local,Venta,Lleida,218,1732446,2006-10-05 00:00:00,Jesús
1968,2005-12-16,Piso,Venta,Barcelona,259,1842785,2006-07-19 00:00:00,María
1970,2005-12-16,Oficina,Alquiler,Girona,135,857925,2006-06-25 00:00:00,Joaquín
1975,2005-12-17,Local,Venta,Barcelona,165,1393095,2006-12-15 00:00:00,Carmen
1976,2005-12-18,Local,Alquiler,Tarragona,207,1395387,2006-05-18 00:00:00,Luisa
1978,2005-12-20,Industrial,Alquiler,Barcelona,238,2136288,2006-09-01 00:00:00,María
1979,2005-12-20,Local,Venta,Lleida,281,2671748,2006-12-18 00:00:00,Carmen
1980,2005-12-20,Local,Alquiler,Girona,49,425565,2006-05-06 00:00:00,Joaquín
1981,2005-12-21,Piso,Venta,Barcelona,248,1036392,2006-12-03 00:00:00,Luisa
1982,2005-12-21,Suelo,Alquiler,Barcelona,243,2390634,2006-06-26 00:00:00,Luisa
1984,2005-12-21,Piso,Venta,Tarragona,289,2789428,2006-04-29 00:00:00,Pedro
1985,2005-12-21,Oficina,Alquiler,Barcelona,190,940500,2006-12-11 00:00:00,Joaquín
1987,2005-12-22,Industrial,Alquiler,Girona,210,1770930,2006-04-20 00:00:00,María
1988,2005-12-22,Casa,Venta,Barcelona,276,2548584,2006-10-13 00:00:00,Jesús
1989,2005-12-22,Suelo,Alquiler,Tarragona,203,2021880,2006-04-29 00:00:00,Joaquín
1990,2005-12-22,Oficina,Venta,Tarragona,274,2456958,2006-10-03 00:00:00,Jesús
1992,2005-12-23,Local,Venta,Girona,299,2110342,2006-04-13 00:00:00,Jesús
1994,2005-12-23,Local,Alquiler,Barcelona,267,2263626,2006-07-04 00:00:00,Pedro
1995,2005-12-23,Industrial,Venta,Tarragona,178,1642584,2006-12-18 00:00:00,Luisa
1996,2005-12-23,Casa,Venta,Tarragona,206,1058840,2006-04-02 00:00:00,Jesús
1997,2005-12-24,Local,Venta,Tarragona,264,2303928,2006-04-17 00:00:00,Luisa
1998,2005-12-24,Piso,Venta,Tarragona,243,1693710,2006-05-23 00:00:00,Pedro
2000,2005-12-25,Suelo,Venta,Barcelona,265,1348055,2006-07-19 00:00:00,Joaquín
2001,2005-12-25,Casa,Venta,Barcelona,283,1653852,2006-08-28 00:00:00,María
2002,2005-12-26,Piso,Alquiler,Tarragona,300,1432500,2006-06-21 00:00:00,María
2005,2005-12-27,Parking,Venta,Girona,272,1774528,2006-06-21 00:00:00,Jesús
2007,2005-12-27,Casa,Alquiler,Barcelona,221,1401361,2006-03-30 00:00:00,Jesús
2009,2005-12-27,Piso,Venta,Barcelona,158,1040746,2006-09-25 00:00:00,Luisa
2010,2005-12-28,Oficina,Venta,Lleida,259,1555813,2006-09-17 00:00:00,Carmen
2013,2005-12-30,Oficina,Alquiler,Girona,227,2029607,2006-10-20 00:00:00,Carmen
2014,2005-12-30,Parking,Venta,Girona,262,1407726,2006-11-01 00:00:00,María
2015,2005-12-31,Casa,Alquiler,Girona,284,2815292,2006-12-07 00:00:00,Jesús
2016,2005-12-31,Parking,Alquiler,Barcelona,202,1329968,2006-10-22 00:00:00,María
2017,2006-01-01,Industrial,Venta,Barcelona,75,545925,2006-09-08 00:00:00,Joaquín
2018,2006-01-01,Parking,Alquiler,Tarragona,204,1347420,2006-07-13 00:00:00,Jesús
2021,2006-01-02,Industrial,Venta,Tarragona,129,588756,2006-09-05 00:00:00,Carmen
2023,2006-01-02,Casa,Alquiler,Girona,271,2471249,2006-04-04 00:00:00,Joaquín
2024,2006-01-02,Local,Alquiler,Lleida,277,1499678,2006-11-03 00:00:00,Luisa
2025,2006-01-03,Oficina,Alquiler,Barcelona,216,1109808,2006-06-24 00:00:00,Joaquín
2026,2006-01-03,Industrial,Venta,Girona,41,368959,2006-08-29 00:00:00,Carmen
2028,2006-01-03,Local,Alquiler,Barcelona,179,1176209,2006-06-29 00:00:00,Carmen
2029,2006-01-03,Casa,Alquiler,Barcelona,229,2219468,2006-07-12 00:00:00,Luisa
2030,2006-01-03,Parking,Venta,Lleida,233,1450425,2006-07-16 00:00:00,Luisa
2032,2006-01-03,Casa,Alquiler,Girona,155,1247750,2006-09-11 00:00:00,María
2034,2006-01-05,Industrial,Venta,Lleida,289,1809140,2006-09-12 00:00:00,Joaquín
2037,2006-01-06,Local,Alquiler,Barcelona,283,2107784,2006-04-19 00:00:00,María
2038,2006-01-06,Parking,Venta,Barcelona,199,1139076,2006-06-21 00:00:00,Joaquín
2039,2006-01-07,Oficina,Alquiler,Lleida,207,2014110,2006-11-01 00:00:00,Joaquín
2042,2006-01-08,Casa,Alquiler,Girona,280,2346400,2006-05-07 00:00:00,María
2044,2006-01-09,Piso,Alquiler,Tarragona,194,1792560,2006-05-05 00:00:00,Joaquín
2045,2006-01-09,Industrial,Alquiler,Girona,256,2331648,2006-11-26 00:00:00,Luisa
2046,2006-01-09,Piso,Alquiler,Barcelona,249,2053005,2006-07-24 00:00:00,Luisa
2047,2006-01-10,Local,Venta,Tarragona,170,1102280,2006-08-05 00:00:00,Pedro
2048,2006-01-10,Casa,Venta,Barcelona,275,1856525,2006-09-04 00:00:00,Jesús
2049,2006-01-10,Casa,Alquiler,Barcelona,180,1741320,2006-06-08 00:00:00,María
2050,2006-01-11,Parking,Venta,Tarragona,130,1275560,2006-11-13 00:00:00,María
